Dataset,Model,Filters,Metric,Baseline value,After filter application,Improvement (%),Filter metric R2,Filter metric Accuracy,Baseline metric R2,Baseline metric Accuracy,Mixed metric R2,Mixed metric Accuracy,Mixed metric roc_auc,Rest metric R2,Rest metric Accuracy,Rest metric roc_auc,Notes
bace,GradientBoostingClassifier,PfizerFilter,ROC-AUC,0.7850527916964924,0.748766447368421,95.37784659683116,-1.1315789473684208,0.5555555555555556,-0.22002505368647118,0.7029702970297029,-0.6809234073013604,0.5907590759075908,0.7609386184681461,-0.02636989822144553,0.7474332648870636,0.819227408245091,None
bace,GradientBoostingClassifier,REOSFilter,ROC-AUC,0.7850527916964924,0.7155740548040236,91.14980067234384,-0.34408602150537626,0.6774193548387096,-0.22002505368647118,0.7029702970297029,-0.9249284180386546,0.5313531353135313,0.6549302075876879,-0.7272533152690137,0.5716216216216217,0.659099778368468,None
bace,GradientBoostingClassifier,RuleOfFourFilter,ROC-AUC,0.7850527916964924,0.8424242424242425,107.30797359547894,-0.15151515151515227,0.868421052631579,-0.22002505368647118,0.7029702970297029,-0.4775858983536152,0.6402640264026402,0.7086166785969935,-0.636846926878019,0.5969811320754717,0.6513415412803287,None
bace,GradientBoostingClassifier,RuleOfVeberFilter,ROC-AUC,0.7850527916964924,0.7872888173773129,100.28482488113806,-0.27377312952534183,0.6816143497757847,-0.22002505368647118,0.7029702970297029,-0.5724767358625629,0.6171617161716172,0.748076234788833,-0.6566394279877421,0.5904522613065326,0.7056945863125639,None
bace,GradientBoostingClassifier,RuleOfXuFilter,ROC-AUC,0.7850527916964924,0.7698087431693988,98.0582135764206,-0.3651082776765835,0.6654929577464789,-0.22002505368647118,0.7029702970297029,-0.42336256263421657,0.6534653465346535,0.7592832856120257,-0.32154195011337827,0.6702127659574468,0.753968253968254,None
bace,GradientBoostingClassifier,SureChEMBLFilter,ROC-AUC,0.7850527916964924,0.7508710801393729,95.64593465322847,-0.2591067469116246,0.6855345911949685,-0.22002505368647118,0.7029702970297029,-0.8435934144595565,0.5511551155115512,0.6145311381531854,-0.8309184352698957,0.5424200278164116,0.5279725692348178,None
bace,GradientBoostingClassifier,TiceHerbicidesFilter,ROC-AUC,0.7850527916964924,0.7779973649538867,99.10127996266863,-0.15382081686429494,0.7256637168141593,-0.22002505368647118,0.7029702970297029,-0.952040085898354,0.5247524752475248,0.6648845740873299,-0.5100455100455099,0.6231578947368421,0.7001998001998001,None
bace,GradientBoostingClassifier,TiceInsecticidesFilter,ROC-AUC,0.7850527916964924,0.7908213755566551,100.73480203129994,-0.3161801088570011,0.6992481203007519,-0.22002505368647118,0.7029702970297029,-1.1553775948460991,0.4752475247524752,0.5882247673586256,-0.9071599521340248,0.5235294117647059,0.571347449364003,None
bace,GradientBoostingClassifier,ValenceDiscoveryFilter,ROC-AUC,0.7850527916964924,0.7264242256637169,92.53189509636928,-0.32162610619469034,0.6949152542372882,-0.22002505368647118,0.7029702970297029,-0.7080350751610598,0.5841584158415841,0.73601914817466,-0.44201744889511585,0.6565977742448331,0.7720180857161052,None
bace,GradientBoostingClassifier,ZINCBasicFilter,ROC-AUC,0.7850527916964924,0.7484439445069366,95.33676619244365,-0.25264341957255376,0.6896551724137931,-0.22002505368647118,0.7029702970297029,-0.42336256263421657,0.6534653465346535,0.7509395132426628,-0.7661273153076433,0.6005665722379604,0.7335001064509261,None
bace,GradientBoostingClassifier,ZINCDruglikeFilter,ROC-AUC,0.7850527916964924,0.8299018055115616,105.71286597403862,-0.046563192904655715,0.7627118644067796,-0.22002505368647118,0.7029702970297029,-1.1418217609162498,0.47854785478547857,0.5992081245526127,-0.900512950118409,0.5254054054054054,0.5360632950492825,None
bace,GaussianNB,BeyondRo5Filter,ROC-AUC,0.5949579455977094,0.599025974025974,100.68375058411527,-0.7045454545454541,0.58,-0.7758142448103083,0.5676567656765676,-0.7758142448103083,0.5676567656765676,0.5949579455977094,-2.068181818181818,0.4,0.5909090909090909,None
bace,GaussianNB,BMSFilter,ROC-AUC,0.5949579455977094,0.5935960591133005,99.77109533631983,-0.7788724685276407,0.5666666666666667,-0.7758142448103083,0.5676567656765676,-0.8164817465998573,0.5577557755775577,0.5864352183249821,-7.571428571428571,0.4666666666666667,0.7142857142857143,None
bace,GaussianNB,BrenkFilter,ROC-AUC,0.5949579455977094,0.5869647737625265,98.6565148185133,-0.9612055876100822,0.540084388185654,-0.7758142448103083,0.5676567656765676,-0.9384842519685044,0.528052805280528,0.5626342161775233,-0.9012246460007654,0.541033434650456,0.5776884806735554,None
bace,GaussianNB,FAF4DruglikeFilter,ROC-AUC,0.5949579455977094,0.5538095238095238,93.08381002511918,-0.47142857142857153,0.7087378640776699,-0.7758142448103083,0.5676567656765676,-1.304491768074446,0.4389438943894389,0.5104688618468146,-0.9127929220468676,0.5219560878243513,0.5134624581539933,None
bace,GaussianNB,FAF4LeadlikeFilter,ROC-AUC,0.5949579455977094,0.5173745173745173,86.95984669214731,-0.6422136422136422,0.6206896551724138,-0.7758142448103083,0.5676567656765676,-1.3993826055833933,0.4158415841584158,0.493870794559771,-0.8371600273259039,0.5412244897959184,0.5256113637334017,None
bace,GaussianNB,GhoseFilter,ROC-AUC,0.5949579455977094,0.495054945054945,83.20839291550273,-0.7208791208791205,0.5862068965517241,-0.7758142448103083,0.5676567656765676,-1.385826771653544,0.41914191419141916,0.4989039012168933,-1.028418574204626,0.4944547134935305,0.5207073113053968,None
bace,GaussianNB,GlaxoFilter,ROC-AUC,0.5949579455977094,0.6203465982028241,104.26730204932528,-0.4768934531450577,0.632768361581921,-0.7758142448103083,0.5676567656765676,-0.992707587687903,0.5148514851485149,0.556079992841804,-0.9457645565028117,0.5150554675118859,0.5347209625733116,None
bace,GaussianNB,GSKFilter,ROC-AUC,0.5949579455977094,0.508080808080808,85.39776833644561,-0.7333333333333332,0.5769230769230769,-0.7758142448103083,0.5676567656765676,-1.385826771653544,0.41914191419141916,0.4989039012168933,-0.9419894027885405,0.5146406388642414,0.5225978288947272,None
bace,GaussianNB,HaoFilter,ROC-AUC,0.5949579455977094,0.6029629629629629,101.34547616759895,-0.2874074074074078,0.7215189873417721,-0.7758142448103083,0.5676567656765676,-1.290935934144596,0.44224422442244227,0.5176941660701503,-0.8874532936892818,0.5285204991087344,0.5154421000747301,None
